click,impression,displayURL,AdId,AdvertiserId,Depth,Position,QueryId,KeywordId,TitleId,DescriptionId,UserId,Gender,Age,QueryTokens,DescriptionTokens,KeywordTokens,TitleTokens
0,1,4860571499428580850,21560710,37484,2,2,4165614,4107,338524,817824,490234,1,3,677|300|202,1925|6302|350|1591|677|300|4493|3123|17458|8653|16799|2344|1235|3958|8918|17394|2293|8279|13490|300|13826,677|300,677|300|15|149|1925|6302|350|1591|4849|6368|378
0,1,16955212292252911951,20730678,34364,2,2,35143,28111,587150,523997,490234,1,3,9589,4330|227|9589|277|800|1|2841|1|14516|2344|1|425|288|5550|163|2239|1|7713|192|55|1383|10,9589,29|38|2319|9589|0|4330|227|0|1395|118|176|2344
0,1,6912851286990253226,20936539,19186,2,1,34683,61158,81684,373859,490234,1,3,17005,17005|0|246|17005|208|888|0|1891|5705|133|2527|0|164|459|850|0|1374|906|3917|8726|93,17005,17005|208|888|625|211|0|164|459|850
0,1,11896053558251257301,10295418,28179,3,2,4532751,720719,2405086,2008317,490234,1,3,300|16565|346,53|300|3049|11577|6|81|300|16565|346|1898|24|438,300|16565|346,300|16565|346|15|1845|300|1|1845|3049|1|23|29|7101|1371
0,1,6414307266338366018,21183505,35668,2,2,6259,234,15494,1608,490234,1,3,93846,101|34|36|55|15|83|1345|11182|1586|94|58|2312|33|1674|522|724|2|1706|77|522|332|412|9432|11182|21098,531|6,101|34|36|55|15|11182|531|6
0,1,4860571499428580850,21560710,37484,2,2,4165614,4107,338524,572221,490234,1,3,677|300|202,1925|6302|350|1591|677|300|4493|3123|17458|8653|16799|2344|1235|3958|8918|17394|2293|8279|990|12169|163|1641,677|300,677|300|15|149|1925|6302|350|1591|4849|6368|378
0,1,11689327222955583742,21021375,27701,3,2,1601,2155,8580,8736,490234,1,3,4133,726|50|2218|1533|2275|4133|1299|509|95|2072|1|17|35|454|1|517|49479|1|339|125|21|83093,4133,4133|95|1|339|125|21|83093
0,1,10664591050012752564,20620168,30128,2,1,2255103,419,30486,8760,490234,1,3,300|202,300|227|26889|9442|163|0|620|3123|0|300|176|2344|22520|0|3049|176|2344|36026|0|283|4158|1340|1913|15770|5751|1301|163|6,300|227,1323|1803|300|227|457|8|163|94|15320|7132
0,1,10664591050012752564,20801912,30128,2,1,13171922,1493,3224,5611,490234,1,3,5580|346|300,53|300|227|6|4158|1591|1340|1913|15770|5751|1301|163|6|1|620|3123|3|176|2344|1784|3958|3|90|522,53|300|227|6,53|300|227|6|15|15320|7132|1572|6|15|1323|14572|1591
0,1,10664591050012752564,20443036,30128,2,1,4165614,31212,201749,170546,490234,1,3,677|300|202,145|677|300|374|4158|1591|1340|1913|768|641|15770|5751|10|620|3123|3|176|2344|1784|3958|3|90|522,145|677|300|374,145|677|300|374|54|1323|14572|1591|15|15320|7132|1572|6
0,1,10664591050012752564,21392028,30128,2,1,4165614,23791,72800,5369,490234,1,3,677|300|202,3049|227|15320|7132|1572|6|1|620|3123|1|176|2344|1784|3537|1|1235|3537|2546|1896|1|26889|9442|163|1|163|1695|2312|702|949|1777|3958|3,145|300|677,145|300|677|54|1323|14572|1591|15|15320|7132|1572|6
0,1,5755859435141370751,21498278,37333,2,1,12860333,5090,43504,40011,490234,1,3,6410|31360,6410|971|142|117|6|1|1007|14|142|1|1007|14|858|3,6410|971,117|6410|971|20|142|117|6|3|1007|14|142|3
0,1,14340390157469404125,4418786,23808,2,2,12860333,5090,3980,4306,490234,1,3,6410|31360,466|582|1|1159|6410|971|1|1192|5010|1|329|146|1|414|89|720|4958|330|7590|3,6410|971,37|1270|1|69|6410|971
0,1,15145901239598260039,21894794,37932,2,2,34683,138007,531155,425543,490234,1,3,17005,164|459|850|1|349|262|3|17005|208|888|5705|133|2527|3|6125|720|29|155|850|242554,17005|208|888,21|17005|208|888|42|208|1045|179294
0,1,16531381574307507886,22103400,38592,2,1,6259,275,73124,74536,490234,1,3,93846,168|215|2189|102|215|531|1|345|8148|2544|316|4054|26635|1|661|1811|2630|1|1940|1939|4082|72,531,1196|224|6|5381|29|1|1733|531
0,1,14340390157469404125,10403103,23808,1,1,43742,10284,829,1025,490234,1,3,3726|23227|694,466|582|1|1159|1630|111|3726|534|1|2228|111|1|255|89|160|3671|1181|223|58,3726|534|8359,69|3726|534|1|37|466|1270
0,1,18040112485405760145,20908196,35088,3,1,0,0,43,50,6231944,1,3,12731,12731|778|13|1580|128|4502|272|1892|494|12731|139|1|24|57|21|47264|0|17107|1468,12731,12731|6517|12731|123|213
0,1,10349468651765658911,21522776,37422,3,2,0,0,25,4,6231944,1,3,12731,13327|99|128|494|2928|21|26500|10|11733|10|3181|1021|10|12731|27|21|25072,12731,183|390|18567|17|146|1|29|1897
0,1,12057878999086460853,20157628,27961,3,3,0,0,7,14,6231944,1,3,12731,36|12731|37|51|1|173|32|26|214|154|26|234|188|3,12731,51|0|12731|8|183|94
0,1,14340390157469404125,9027238,23808,1,1,26769,643,74,94,11180034,1,2,46|724|1464|2914|1937|1303,272|18889|2914|1|516|431|828|40|615|1|220|511|20|5270|1|288|4063|189|1|103|664|58,2914|371|176,466|164|2914|615|15|582
0,3,14340390157469404125,9027238,23808,1,1,125,134,74,94,11180034,1,2,2914,272|18889|2914|1|516|431|828|40|615|1|220|511|20|5270|1|288|4063|189|1|103|664|58,2914|615,466|164|2914|615|15|582
0,1,2010992269447716927,22141749,38772,2,2,402038,361,18146,17542,86056,1,4,10772|327,327|6|48|457|1633|528|2770|6543|48|1|1801|210|1|39|989|212|3793|0|1|6339|1729|0|288|933|8223,327|6|48,327|6|48|528|2770|1|1633|2381|5452
0,2,7903914528320191889,20869452,2010,1,1,22647674,16416,31950,70,86056,1,4,44|4452|14450|7270|13158,36|328|8689|1|328|344|32|106|37|271|209|158|15|53|134|33|1792|32|72|1|35|349|262|2|1360|328|163|6|10,14450|7270,8689|328|5|37|271|209|158|45|14450|7270|163|32|3
2,3,2994924845956281615,20061280,23803,1,1,421,4989,106,73,86056,1,4,4055,466|172|974|1179|170|493|5892|942|1288|98|1|1483|191|1|5936|2186|2112|1|1017|70231|6429|2|974|6849|3,4055|91|38,172|974|1179|4055|170|5892|942|493|1288|98
0,1,2010992269447716927,22141715,38772,3,3,166,443,20551,502,86056,1,4,10217,1111|39|989|1|528|1801|210|2546|1|288|6339|1729|1|2746|9374|1|933|8223|0|868|2445|203|14|221|0|4523|1669|39|989,10217,10217|2770|2746|9273|160|5294|4303
0,1,6767824735022101692,21099585,8834,2,2,43928,65251,348890,57465,86056,1,4,1527,42|35|493|15|33|50|500|2267|115|1|53|2267|722|49|1|360|28|15700|9273|1488|3,1527|2267,33|50|1527|2267|115|1|42|221|39|460|178
0,1,15294836932684971541,21811282,36841,3,3,2043,1112,4517,6398,86056,1,4,2521|1840,313|1077|561|633|1840|0|34896|2|3601|0|69|33|155|33|0|29|125|21|32794,633|1840,315|30737|86015|0|633|1840|98|2|4680|1840
0,1,7903914528320191889,21162422,1325,3,2,16382,24830,48371,51775,86056,1,4,10772|327|6,271|209|158|958|381|2282|3610|2773|1781|1|173|597|274|2|10772|327|6|1056|28|29|665|191|3,10772|327|6,45|572|2|10772|327|6|334|34|271|209|158|3
0,1,7903914528320191889,20869452,2010,1,1,11630759,16416,31950,70,86056,1,4,14450|7270|44|8980,36|328|8689|1|328|344|32|106|37|271|209|158|15|53|134|33|1792|32|72|1|35|349|262|2|1360|328|163|6|10,14450|7270,8689|328|5|37|271|209|158|45|14450|7270|163|32|3
0,1,14329749696151252502,22114161,38623,3,2,79,8392,15343,502,86056,1,4,4836|48,1111|39|989|1|528|1801|210|2546|1|288|6339|1729|1|2746|9374|1|933|8223|0|868|2445|203|14|221|0|4523|1669|39|989,48|4836,48|4836|2770|2746|9273|160|5294|4303
0,1,1414030043541818662,21246163,1502,3,1,660,1725,459,601,86056,1,4,10217|48|6,83|800|327|48|72|1|36|210|442|178|1|29|191|7127|555|1|1380|960|210|5665|58,10217|48|6,36|210|0|37|4836|48
0,1,2002143058964984831,20945351,24124,3,1,1252,535,35257,55393,86056,1,4,489|27,489|27|1|909|6|174|111|1|220|74|146|114|1|83|559|1|1964|99|27|334|34|909|3,489|27,489|27|1|909|6|335|329|268|3
0,2,8768382238365246489,22114263,38541,1,1,1295,7241,19634,18888,86056,1,4,11156,272|473|26|879|14|7762|1|40118|7758|230|1|180|40|31|1|1483|38|1|347|1211|172|1316|617|170|1889,11156,29424|23958|0|172|1316|617|170|360|55|1211|9863|634
0,1,2010992269447716927,22141716,38772,3,3,79,8392,15343,502,86056,1,4,4836|48,1111|39|989|1|528|1801|210|2546|1|288|6339|1729|1|2746|9374|1|933|8223|0|868|2445|203|14|221|0|4523|1669|39|989,48|4836,48|4836|2770|2746|9273|160|5294|4303
0,1,1414030043541818662,21246163,1502,3,1,166,443,459,601,86056,1,4,10217,83|800|327|48|72|1|36|210|442|178|1|29|191|7127|555|1|1380|960|210|5665|58,10217,36|210|0|37|4836|48
0,1,7797031665819163380,20563185,5476,3,1,16382,8074,13039,9917,86056,1,4,10772|327|6,247|327|110|8|22216|327|6|1|7212|800|159|300|48|32|1|29|9898|17174|555|3,247|327|6,247|327|6|48|0|37|22216|327|6|0|1633|1781
0,1,1228700909106785209,4271311,23778,2,1,43928,189,99,132,86056,1,4,1527,3683|92|3393|17739|704|2|4162|1|81|2231|2|110|1948|386|16082|56|1|6268|37963|466|2383|902|58,72|866,624|159|3393|3683
0,1,8288930363230609042,20915048,29706,3,3,1252,535,32309,251,86056,1,4,489|27,83|847|125|21|267802|7498|21103|0|174|1688|1|1453|1170|8492|1|83|559|1|1017|7256|1|349|262,489|27,489|27|535|268|1060|3|0|832|93|3
0,1,1046079478147812225,21920339,37956,1,1,10166,174,80,105,86056,1,4,3447|518,186|50|230|790|2|31|172|7120|8887|170|2053|12698|1958|3|1795|312410|1|7912|31|32316|799|3,518,42|50|230|172|7120|8887|170|169|55|2714|4022|10440|357|2|3780
0,1,12057878999086460853,20161720,27961,1,1,606246,12550,21054,20707,86056,1,4,3276|1987,51|277|198|2|3276|32|421|375|1|173|139|1|930|28|1435|3,3276|32,51|15|3276|32|290|3|45|2|374|24|3
0,1,14329749696151252502,22161594,38623,3,2,166,443,17942,17376,86056,1,4,10217,10217|457|1633|528|2770|6543|48|1|1801|210|1|39|989|212|3793|0|1|6339|1729|0|288|933|8223,10217,10217|528|2770|1|1633|2381|5452
0,1,15520892889295866497,2547220,25051,1,1,499592,429536,325336,63672,86056,1,4,247|2001,247|762|2512|482|562|558|218|19|134|33|185|2014|2916|2|7349|0|783|519|0|23936|0|305255,247|558|218,247|562|558|7716|7349|0|517|8|0|179|1917|268|273
0,1,5186556297366821361,20380386,33042,1,1,13948,4358,11477,12484,86056,1,4,17497|641|331|2052,302|1111|15|8|3072|641|1|1483|574|1860|1|39|2005|11129|4303|1|11275|75|1|41589|123|58,641,302|15|1971|641|1354
0,1,12057878999086460853,20180353,27961,1,1,124,277,273,424,86056,1,4,1209,36|1209|37|51|1|173|32|26|214|154|26|234|188|3,1209,51|0|1209|8|183|94
0,1,8390751886332699061,20870006,854,2,1,527,41,12808,3450,86056,1,4,280,258|670|545|240|280|820|15|35|2403|26|35|90|26|35|2027|26|35|197|26|35|1251|26|35|644|3,280,45|280|32|15|258|670|545|240
0,1,5468727571223080485,20001249,1381,3,1,79,95,1270,1488,86056,1,4,4836|48,36|48|32|2753|357|1611|984|248|3|75|207|227|75|432|778|179|1|2296|67527|984|59|2264|3,48|32,34548|16058|36|48|32|5
0,1,14340390157469404125,21163921,23808,3,2,1252,535,2691,38,86056,1,4,489|27,466|582|685|27|1|282|400|1|679|55|2|409|1|174|111|1|16457|9948|1|1170|33|2357|119,489|27,582|685|489|27|149
0,1,15294836932684971541,21811282,36841,1,1,3440,1034,2771,2614,86056,1,4,169|4461|827|2521|1840,313|1077|561|1840|0|34896|2|3601|0|69|33|155|33|0|29|125|21|32794,1840,315|30737|86015|0|1840|98|2|4680|1840
0,1,5468727571223080485,20001249,1381,2,1,402038,8056,115108,131926,86056,1,4,10772|327,36|327|6|48|6|2753|357|1611|984|248|3|75|207|227|75|432|778|179|1|2296|67527|984|59|2264|3,327|6|48|6,34548|16058|36|327|6|48|6|5
0,1,7903914528320191889,21162517,1325,3,2,660,1725,22,23,86056,1,4,10217|48|6,271|209|158|1|800|29|631|48|32|72|1|48|935|54|1|209|158|36|210|1|1769|612|1|220|511|191|555|3,10217|48|6,45|572|2|48|935|32|334|34|271|209|158|3
0,1,14347859242938208407,21963780,33931,2,2,527,21851,92346,81314,86056,1,4,280,1017|1760|18|280|32|32|1|203|59|323|3,18|280|32,3168|18|280|32|32
0,1,7903914528320191889,20869452,2010,1,1,22647673,16416,41130,85,86056,1,4,44|4452|14450|7270,271|209|158|1364|173|328|163|1|328|344|32|1|214|242|1|17|273|1|29|100|631|1|597|274|1|664|644,14450|7270,100|631|14450|7270|163|32|106|37|271|328|1225
0,1,4945098023753992376,10766017,30157,2,2,323,174,16916,3550,86056,1,4,518,50|473|80|343|80|2206|80|4353|1913|3|18660|1423|1924|7057|898|3|138|106|1937|260|93|605|1312|1|86|14|3713|6947|1088|192|55|536|3,518,172|1307|170|50|18501|35|1073|3|373|102|1|1724|3571|3
0,1,14340390157469404125,9027615,23808,1,1,521,341,315,433,86056,1,4,728|46,164|728|46|615|1|516|431|40|828|615|1|220|511|20|5270|1|976|4063|189|1|103|664|58,728|46,466|164|728|46|615|15|582
0,1,10245113888481137903,21102645,33296,2,1,323,174,567,744,86056,1,4,518,42|45|3002|434|31|172|518|6852|170|493|230|790|1|373|3917|3023|1|4260|101|491|87|3,518,3002|434|31|172|518|6852|170|120571|6459|3
0,1,14340390157469404125,21163928,23808,1,1,86104,4216,13483,332,86056,1,4,6236|16873,466|582|685|1194|27|1|4016|1671|771|1|174|111|1|16457|9948|1|1170|33|2357|119|58,1194|1808|13084,582|1|1194|1808|13084|27|685|98
0,1,3582452388644423155,21697766,13586,1,1,14739366,127404,379368,311247,86056,1,4,247|2001|6,2001|6|15|9260|145|1477|453|1|1530|1177|368|1|5254|6588|2203|1|554|6580|49|3|49|2165|2052,2001|6,2001|6|1426|123|5519|1|8|92|55|5253|3
0,1,2994924845956281615,20061243,23803,1,1,159165,96469,132307,386,86056,1,4,18648|459|606,102302|1|12425|1|127012|192|2136|9746|5484|3718|149|172|974|1179|4055|170|3|704|974|6849|455|1|86|70231|86|6429|3,3441|18648|1156,3441|18648|1156|172|974|1179|170|5892|942|493|1288
0,1,15860193830590668437,2878230,23777,1,1,6,4,21,22,86056,1,4,279,357|824|1963|3|37|582|1|616|34230|13189|1|111|1688|1|5656|15270|914|69|3260|3,279,824|1963|3|0|616|50|605|334|34|582
0,1,5851252814446935968,21477679,28698,1,1,59,212,179,177,86056,1,4,2820,177|324|0|177|324|626|164|110|237|1|53|619|8|348|616|237|58,2820,177|324|0|177|324|110|237|0|177|626|91
0,1,14340390157469404125,20644076,23808,3,2,2043,2419,201,297,86056,1,4,2521|1840,272|2584|26|45|685|1299|1192|1|2333|2824|406|58|4016|1671|771|1|69|2|257|1|84|2|3263|58,2824|1840,616|2824|406|1|37|466|582
0,1,12057878999086460853,20163505,27961,1,1,2453,1230,1143,1419,86056,1,4,2673|4140,36|2430|2140|4140|37|51|1|173|32|26|214|154|26|234|188|3,2430|2140|4140,51|0|2430|2140|4140|8|183|94
0,1,8134264174510892884,10593106,1268,3,1,2043,1411,1175,2,86056,1,4,2521|1840,2672|6|1159|109662|123|49933|160|848|248|207|1|19|11002|3008|54|2|875|94|1|349|6896,1145|1840,2672|248|6|0|1145|1840
0,1,5468727571223080485,20001249,1381,3,3,660,1725,1463,1726,86056,1,4,10217|48|6,90|600|115|72|1|2121|11|872|0|50|207|0|221|207|1|4681|10521|1729|21468|969|3,10217|48|6,4681|555|2753|227|11|207|3
0,1,12057878999086460853,22212266,29951,3,3,16382,181,42990,39521,86056,1,4,10772|327|6,36|327|6|48|32|37|51|1|173|32|26|214|154|26|234|188|3,327|6|48|32,51|0|327|6|48|32|8|183|94
0,1,10143173997150259118,4413739,19986,2,2,888,89420,240198,64737,444906,1,3,312|2|4278,108|1084|73|107|4|1|401|7|1775|1|5029|2836|192|338|3|57|21|11908,313|6537|1864,313|6537|1864|29|24|1084|73|107|4
0,1,14340390157469404125,3111508,23777,1,1,2593,205,156,231,444906,1,3,1022|2|64,466|582|1|1159|1739|64|495|2701|1|214|525|26|599|3,64|495,582|685|64|495|149
0,1,9751072248584610585,10939148,29713,2,2,86111,7418,8150,8294,444906,1,3,312|3414|332,282|312|5|1782|35|2187|5|33|1155|1302|1279|741|1|11|857|1|179|875|1|334|34|875|6|3,282|312,282|312|260|256|11|207|1|654|93|973|2956|3
0,1,12459304665781185038,21431057,36677,2,1,374,5661,8964,9091,444906,1,3,843|423|64,2585|7377|770|8|843|4788|1|272|1581|2|4788|0|1658|972|412|14|1|24|7904|6493|92|28|56|10,843|4788,36|2585|843|4788|0|149|89107|770|1361
0,1,352079062217605931,4276102,12739,1,1,921274,9,5550,5855,444906,1,3,2422|789|30,108|3791|5206|3611|3072|964|30|14404|1|1175|62|3072|175|1|283|25|18|73136|1|1463|159|1|390|178,30,964|30|14404|1|947|2612|100956|1925|3|104781
0,1,12057878999086460853,20222970,27961,2,2,7252,102,352,1064,444906,1,3,843|1294|64,51|277|198|2|64|1294|421|375|1|173|139|1|930|28|1435|3,64|1294,45|35|1391|2|64|1294|106|34|51
0,1,5830600748260712988,4241441,21347,1,1,210612,4244,3138,1563,444906,1,3,1714|430|229,515|3679|3784|1|2557|430|4441|1|10153|5658|1|2447|1264|1129|1|5229|12524|1|4447|2399|729|1184|1077|3|103|274|3,430|4441,430|39|1281|5|0|515|3679|3784|4447|430|103|274
0,1,12057878999086460853,20174614,27961,2,2,984,812,4634,5067,444906,1,3,843|1294,36|1294|37|51|1|173|32|26|214|154|26|234|188|3,1294,51|0|1294|8|183|94
0,1,9573487645018952575,1918047,1339,2,1,84,3433,2488,5368,444906,1,3,609|336,36|1077|139|241|1|37|1460|872|6|3|169|207|1302|1|32503|448|134|33|1962|3,609|344|975,609|344|975|0|11|207|3073|2680|3
0,1,12057878999086460853,20222970,27961,2,2,7252,102,161,244,444906,1,3,843|1294|64,36|64|1294|37|51|1|173|32|26|214|154|26|234|188|3,64|1294,51|0|64|1294|8|183|94
0,1,14340390157469404125,6434981,23777,3,2,84,175,132,190,444906,1,3,609|336,1270|340|336|4016|255|89|4352|1181|223|1|517|187|124|28|298|1641,340|336,582|340|336|298|1838|990
0,1,352079062217605931,4276102,12739,1,1,921274,9,4893,5235,444906,1,3,2422|789|30,108|3791|5206|400|30|1|915|49|77|56|92|15723|26|97|3072|92|1245|1|213|2231|3|144962,30,8|1|512|30|1|178|100956|1925|3
0,1,12057878999086460853,20180595,27961,1,1,58706,117844,205875,215431,444906,1,3,25186,36|25186|37|51|1|173|32|26|214|154|26|234|188|3,25186,51|0|25186|8|183|94
0,1,12761937145908516575,21220411,2636,1,1,1034,124,537,712,444906,1,3,609|72,298|106|14|834|1691|10816|1056|28|133|1|847|57|17778|0|37932|0|34156|885|847|84142,609|344,1348|22518|609|344|1|73|84|4479|8944|1|223|20|189
0,2,12459304665781185038,21431057,36677,2,1,7252,6368,37651,34775,444906,1,3,843|1294|64,2585|7377|770|8|843|1294|1|272|1581|2|4788|0|1658|972|412|14|1|24|7904|6493|92|28|56|10,843|1294,36|2585|843|1294|0|149|89107|770|1361
0,1,14340390157469404125,9027437,23808,2,1,374,19,20,20,444906,1,3,843|423|64,616|843|423|1686|26|3901|26|2838|26|1185|192|1|106|37|466|582|1|4016|1671|771|1|257|671|58,843|423,616|843|423|2303|1|37|466|582
0,1,12459304665781185038,21431057,36677,2,2,374,2170,6178,6469,444906,1,3,843|423|64,2585|7377|770|8|843|423|286|1|272|1581|2|4788|0|1658|972|412|14|1|24|7904|6493|92|28|56|10,843|423|286,36|2585|843|423|286|0|149|89107|770|1361
0,3,12761937145908516575,21220411,2636,1,1,84,124,537,712,444906,1,3,609|336,298|106|14|834|1691|10816|1056|28|133|1|847|57|17778|0|37932|0|34156|885|847|84142,609|344,1348|22518|609|344|1|73|84|4479|8944|1|223|20|189
0,2,14340390157469404125,9027437,23808,2,2,374,19,20,20,444906,1,3,843|423|64,616|843|423|1686|26|3901|26|2838|26|1185|192|1|106|37|466|582|1|4016|1671|771|1|257|671|58,843|423,616|843|423|2303|1|37|466|582
0,1,12459304665781185038,21431057,36677,1,1,374,2170,6178,6469,444906,1,3,843|423|64,2585|7377|770|8|843|423|286|1|272|1581|2|4788|0|1658|972|412|14|1|24|7904|6493|92|28|56|10,843|423|286,36|2585|843|423|286|0|149|89107|770|1361
0,1,12761937145908516575,21220411,2636,1,1,866,124,537,712,444906,1,3,609|64,298|106|14|834|1691|10816|1056|28|133|1|847|57|17778|0|37932|0|34156|885|847|84142,609|344,1348|22518|609|344|1|73|84|4479|8944|1|223|20|189
1,1,14340390157469404125,9027437,23808,2,1,24,19,20,20,444906,1,3,843|423,616|843|423|1686|26|3901|26|2838|26|1185|192|1|106|37|466|582|1|4016|1671|771|1|257|671|58,843|423,616|843|423|2303|1|37|466|582
1,1,12459304665781185038,21431057,36677,2,1,984,6368,40643,37409,444906,1,3,843|1294,2585|7377|770|8|843|1294|1|998|7904|92|28|546|1|272|1581|2|4788|130|1658|10,843|1294,36|2585|843|1294|0|24|21|46684
0,1,6994056432724892096,10795232,19709,2,2,99164,613433,875888,1776500,444906,1,3,1714|1334|229,2557|2564|8799|1|23|261|16|7|1334|3904|10|178|9343|1385|4|1|55|2148|1279|86|8|2|7,16|7|1334|3904,7307|1334|338|20089|3|9343|1385|261|16|7|3
0,1,14340390157469404125,9027437,23808,1,1,374,19,20,20,444906,1,3,843|423|64,616|843|423|1686|26|3901|26|2838|26|1185|192|1|106|37|466|582|1|4016|1671|771|1|257|671|58,843|423,616|843|423|2303|1|37|466|582
0,1,12459304665781185038,21431057,36677,2,2,24,5661,9045,9164,444906,1,3,843|423,2585|7377|770|8|843|4788|1|998|7904|92|28|546|1|272|1581|2|4788|130|1658|10,843|4788,36|2585|843|4788|0|24|21|46684
0,1,5167663176066970670,10265253,11158,3,3,84,16282,12839,10893,444906,1,3,609|336,16074|123|213|609|344|3|4103|29|1313|223|20|189|3|654|256|1192|0|6947|4819|3,10178|1196|609|344,16074|0|609|2824|344|290|3|174|111|2761|3
0,1,7359912825961010415,20210878,28514,3,1,84,13025,10797,7372,444906,1,3,609|336,23088|9452|609|344|0|214|5010|1|205|187|1|111|1017|1|69|1413|93|139|67916|1|5016|10|1718|847|391|3,49|609|344,23088|49|609|344|0|8335|220|1173|0|69|106|155
0,1,12459304665781185038,21431057,36677,2,1,374,5661,9045,9164,444906,1,3,843|423|64,2585|7377|770|8|843|4788|1|998|7904|92|28|546|1|272|1581|2|4788|130|1658|10,843|4788,36|2585|843|4788|0|24|21|46684
0,1,12459304665781185038,21431057,36677,2,1,86111,196775,690348,551504,444906,1,3,312|3414|332,2585|7377|770|8|281|4788|1|998|7904|92|28|546|1|272|1581|2|4788|130|1658|10,281|4788,36|2585|281|4788|0|24|21|46684
0,1,1990816154425584709,20720784,19556,2,1,99164,248992,2980325,2336769,444906,1,3,1714|1334|229,1714|1334|3904|380|2252|1034|28|438|515|1483|30563|438|2573|22424|34235|21|24|57|21|7384,1714|1334|3904,1714|1334|3904|380|2252|438|124|28|695|4286|216|709|3
0,1,17804409838680157154,21220242,36030,2,2,84,124,2954,48818,444906,1,3,609|336,313|1077|213|14|188|1|223|20|189|26|3148|1313|1|410|3812|1|124|28|6798|12545|3,609|344,609|344|7277|11|0|222|1276|11|3
0,1,11578774603061658441,7788573,19812,2,1,888,26158,261148,232140,444906,1,3,312|2|4278,4278|2550|1|108|1084|4|998|73|107|23|1|1522|378|525|1|8|7|313|338|0|39116,4278|2550,4278|2550|29|40|24|3
0,1,1414030043541818662,20208966,1502,2,2,14927445,4782,438,28732,186522,1,3,465|48|16188|1448,36|210|6336|2|634|7717|87|3|4836|48|465|48|1|11|210|1464|11890|83|1|124|28|203|1988|11|210|3,465|48,4836|48|15|11|210|1464|11890|83|3
0,1,7903914528320191889,21162342,1325,3,1,71893,3218,7067,10882,186522,1,3,465|48|1448,271|209|158|1448|48|32|1225|21|1360|198|2|29|48|935|94|1|32|597|734|1|742|381|29|665|631|3,1448|48|32,787|1448|48|32|203|36|210|1|37|271|209|158
0,1,5397391604378691643,22097556,38513,3,2,71893,62,1071,1489,186522,1,3,465|48|1448,3417|1580|48|2770|1|48|1729|933|4601|1|0|1801|210,48,935|36|210|1|48|2837|10688|1|197|221
0,1,9824184422403825185,21491492,37323,3,3,71893,62,6874,3262,186522,1,3,465|48|1448,1633|2837|528|1|2445|3793|210|1|457|3417|1|1729|288|933|8223|1|440|2260|3,48,6593|2381|5452|48|1|11|210|192|1569|55
